price(1000$),bedrooms,bathrooms,sqm_living,sqm_lot,floors,waterfront,view,condition,sqm_above,sqm_basement,yr_built,yr_renovated,Address,Latitude,Longitude,Month,living_ratio,index
385,3,2.25,159.03,1069.5,1,0,0,3,112.53,46.5,36,36,19215 58th Ave NE Kenmore WA 98028 USA,47.7674979,-122.2671322,6,0.148695652,1792
376,4,2.75,225.06,536.889,2,0,0,3,225.06,0,9,9,25025 234th Pl SE Maple Valley WA 98038 USA,47.3771633,-122.0291541,6,0.419192794,1793
605.004,4,2,127.41,372,2,0,0,3,127.41,0,63,20,2825 W Jameson St Seattle WA 98199 USA,47.6592978,-122.3939142,6,0.3425,1794
886,4,2,247.38,362.7,1.5,0,0,4,137.64,109.74,91,91,1926 E Lynn St Seattle WA 98112 USA,47.6397731,-122.3060376,6,0.682051282,1795
560,4,2.5,210.18,345.309,2,0,0,3,210.18,0,11,11,13135 NE 139th St Kirkland WA 98034 USA,47.7246353,-122.1650323,6,0.608672233,1796
343,4,2.5,192.51,418.5,2,0,0,3,192.51,0,10,11,28129 237th Ave SE Maple Valley WA 98038 USA,47.349694,-122.0258722,6,0.46,1797
1415,4,5.25,434.31,4087.35,2,0,0,3,434.31,0,25,25,6324 160th Pl SE Bellevue WA 98006 USA,47.5455808,-122.1262464,6,0.10625711,1798
270,3,1,139.5,1255.5,1,0,0,4,139.5,0,46,46,20147 SE 152nd St Renton WA 98059 USA,47.4665366,-122.0720171,6,0.111111111,1799
411.605,4,2.5,247.194,368.28,2,0,0,3,247.194,0,0,0,2723 55th St SE Auburn WA 98092 USA,47.2603127,-122.1936135,6,0.671212121,1800
550,4,2.5,251.1,478.95,2,0,0,3,251.1,0,7,7,5314 NE 17th Pl Renton WA 98059 USA,47.5072585,-122.1481253,6,0.524271845,1801
324.5,3,2.5,154.38,371.07,2,0,0,3,154.38,0,5,5,8132 Wolcott Ave S Seattle WA 98118 USA,47.5297982,-122.2682956,6,0.4160401,1802
700,3,2.5,190.65,389.205,2,0,0,3,190.65,0,3,3,8708 12th Ave NW Seattle WA 98117 USA,47.6923064,-122.3711545,6,0.489844683,1803
385.2,4,1,144.15,719.82,1.5,0,0,3,144.15,0,60,9,9014 34th Ave SW Seattle WA 98126 USA,47.5223528,-122.3750567,6,0.200258398,1804
270,4,2.25,176.7,799.8,1,0,0,4,176.7,0,39,39,32624 39th Pl SW Federal Way WA 98023 USA,47.3101749,-122.3808078,6,0.220930233,1805
735,4,2.5,262.26,574.74,2,0,0,3,190.65,71.61,1,91,3958 S Lucile St Seattle WA 98118 USA,47.5528742,-122.2810698,6,0.45631068,1806
389.25,2,1.5,138.57,379.44,1,0,0,3,86.49,52.08,58,13,3738 SW Ida St Seattle WA 98126 USA,47.5344295,-122.3809517,6,0.365196078,1807
315,3,1.5,162.75,1162.5,1,0,0,3,106.95,55.8,60,9,32901 SE 43rd St Fall City WA 98024 USA,47.5668297,-121.901848,6,0.14,1808
545,4,2.5,189.72,561.162,2,0,0,3,189.72,0,24,5,9106 5th Ave NE Seattle WA 98115 USA,47.6952231,-122.3226035,6,0.33808419,1809
550,3,1.5,176.7,465,1.5,0,0,3,152.52,24.18,88,11,6810 31st Ave NE Seattle WA 98115 USA,47.6780256,-122.2938569,6,0.38,1810
415,3,1.75,177.63,1171.428,1,0,0,3,124.62,53.01,37,10,15505 180 Ave NE Woodinville WA 98072 USA,47.7399518,-122.099005,6,0.15163544,1811
387.5,3,1,145.08,1332.969,1,0,0,4,145.08,0,61,31,18975 Marine View Dr SW Normandy Park WA 98166 USA,47.4319549,-122.3479726,6,0.10883974,1812
432,3,1.75,136.71,581.25,1,0,3,4,99.51,37.2,75,25,3715 NE 153rd St Lake Forest Park WA 98155 USA,47.7394035,-122.2880781,6,0.2352,1813
402,3,2.5,251.1,929.442,1,0,3,4,125.55,125.55,55,55,22728 10th Ave S Des Moines WA 98198 USA,47.39715,-122.3208223,6,0.270162097,1814
1035,4,3.25,320.85,1045.32,2,0,3,4,225.99,94.86,54,13,Indian Trail Burien WA 98166 USA,47.455195,-122.3727156,6,0.306939502,1815
294.7,3,2,183.21,892.8,1,0,0,4,120.9,62.31,47,47,2604 S 357th St Federal Way WA 98003 USA,47.2823717,-122.3011855,6,0.205208333,1816
744,3,2.5,248.31,1133.391,2,0,0,3,248.31,0,28,28,6935 142nd Ct NE Redmond WA 98052 USA,47.6677792,-122.1500142,6,0.219085911,1817
715,3,2.5,237.15,1251.594,2,0,0,3,237.15,0,24,5,4967 165th Pl SE Bellevue WA 98006 USA,47.5585894,-122.1209663,6,0.189478377,1818
500,4,1,159.96,373.023,1.5,0,0,4,159.96,0,110,110,3004 NW 59th St Seattle WA 98107 USA,47.6718438,-122.3960032,6,0.428820743,1819
1300,4,4,397.11,558.186,2,0,3,3,295.74,101.37,10,11,1645 30th Ave NE Issaquah WA 98029 USA,47.5443228,-121.9940249,6,0.711429523,1820
1150,3,1.5,201.81,1543.8,1,1,2,3,105.09,96.72,35,0,2244 West Lake Sammamish Pkwy NE Redmond WA 98052 USA,47.6307379,-122.0878605,6,0.130722892,1821
650,4,2.5,264.12,869.922,2,0,0,3,264.12,0,24,5,1920 224th Pl NE Sammamish WA 98074 USA,47.6273928,-122.0398138,6,0.303613427,1822
435,4,2.75,304.11,4742.442,2,0,0,4,252.96,51.15,31,31,19011 SE 283rd St Kent WA 98042 USA,47.3470851,-122.0870803,6,0.064125191,1823
510,3,1.75,137.64,654.72,1,0,0,3,137.64,0,40,40,7517 128th Pl NE Kirkland WA 98033 USA,47.6722906,-122.1691078,6,0.210227273,1824
525,5,2.75,226.92,744,1,0,0,4,115.32,111.6,42,42,12806 NE 141st Ct Kirkland WA 98034 USA,47.7282739,-122.1702135,6,0.305,1825
920,4,2.75,267.84,534.75,1.5,0,0,5,159.03,108.81,86,44,1718 44th Ave SW Seattle WA 98116 USA,47.587443,-122.3873092,6,0.500869565,1826
435,2,1,117.18,379.44,1.5,0,0,5,117.18,0,88,88,802 NE 80th St Seattle WA 98115 USA,47.6869588,-122.3200425,6,0.308823529,1827
809.95,4,2,207.39,920.7,1.5,0,0,5,207.39,0,55,55,12519 SE 15th St Bellevue WA 98005 USA,47.597791,-122.1729852,6,0.225252525,1828
1370,2,2.25,228.78,1575.42,1.5,0,4,4,179.49,49.29,78,78,6827 36th Ave NW Seattle WA 98117 USA,47.678974,-122.4039772,6,0.145218418,1829
455,4,1.75,190.65,8790.825,1,0,0,4,116.25,74.4,55,55,17019 193rd Ave SE Renton WA 98058 USA,47.4493589,-122.0837779,6,0.021687384,1830
471,3,2.5,188.79,260.865,2,0,0,3,159.96,28.83,13,13,23 Sunset Ct NW Issaquah WA 98027 USA,47.5304876,-122.0470219,6,0.723707665,1831
253.5,2,1,75.33,446.4,1,0,0,3,75.33,0,66,20,8850 34th Ave SW Seattle WA 98126 USA,47.5231962,-122.3750936,6,0.16875,1832
535.5,3,1.5,160.89,3743.25,2,0,0,4,160.89,0,31,31,16718-16726 171st Pl NE Woodinville WA 98072 USA,47.7493566,-122.1101942,6,0.042981366,1833
835,2,2,212.04,633.795,1,0,0,3,212.04,0,12,12,12439 235th Pl NE Redmond WA 98053 USA,47.7103185,-122.0271662,6,0.334556126,1834
589.5,4,2.5,244.59,588.318,2,0,0,3,244.59,0,6,6,34917 SE Moffat St Snoqualmie WA 98065 USA,47.5220646,-121.8743982,6,0.415744546,1835
680,3,2.25,211.11,2222.7,1,0,0,3,169.26,41.85,39,39,1023 NW 166th St Shoreline WA 98177 USA,47.7505452,-122.3718009,6,0.094979079,1836
360,3,1.75,94.86,652.86,1.5,0,0,4,94.86,0,61,31,1231 NE 148th St Shoreline WA 98155 USA,47.736186,-122.3140328,6,0.145299145,1837
595,4,2.5,185.07,202.275,2,0,0,3,156.24,28.83,9,9,1102 NW 56th St Seattle WA 98107 USA,47.6696311,-122.3709675,6,0.914942529,1838
300,4,2.5,249.24,1442.244,2,0,0,3,249.24,0,15,15,4620 SW 333rd Ct Federal Way WA 98023 USA,47.3024984,-122.3904134,6,0.172814031,1839
660,3,1.75,184.14,306.9,1.5,0,0,4,106.02,78.12,88,21,6040 27th Ave NE Seattle WA 98115 USA,47.6733319,-122.2982843,6,0.6,1840
570,3,2.5,223.2,648.675,2,0,0,3,223.2,0,21,21,12032-12038 SE 76th St Newcastle WA 98056 USA,47.5341088,-122.1787809,6,0.344086022,1841
285,2,1,72.54,465,1,0,0,4,72.54,0,71,71,10222 18th Ave SW Seattle WA 98146 USA,47.5111886,-122.3570752,6,0.156,1842
435,3,2,91.14,465,1,0,0,3,91.14,0,74,18,830 Davis Pl S Seattle WA 98144 USA,47.5950182,-122.307962,6,0.196,1843
805,5,2.5,427.8,1844.283,1,0,3,3,213.9,213.9,58,1,18015 15th Ave NW Shoreline WA 98177 USA,47.760862,-122.3781664,6,0.231960063,1844
450,3,2.5,137.64,182.373,2,0,0,3,137.64,0,9,9,2336 NE Park Dr Issaquah WA 98029 USA,47.5478108,-122.0000497,6,0.754716981,1845
510,4,1.5,122.76,1325.25,1,0,0,4,122.76,0,60,35,11240 106th Ave NE Kirkland WA 98033 USA,47.7016109,-122.198694,6,0.092631579,1846
1120,5,2.75,409.2,1720.5,1,0,3,5,209.25,199.95,51,51,15530-15998 61st Ave NE Kenmore WA 98028 USA,47.7420445,-122.2631764,6,0.237837838,1847
1280,4,3.5,279.93,334.8,2,0,0,3,220.41,59.52,15,15,1622 38th Ave E Seattle WA 98112 USA,47.634114,-122.2836584,6,0.836111111,1848
539,3,2,210.18,889.824,1,0,0,3,165.54,44.64,29,29,21132 NE 42nd St Sammamish WA 98074 USA,47.6458007,-122.0579399,6,0.236204013,1849
407.193,4,2,174.84,1362.729,2,0,0,3,174.84,0,36,36,31229 NE 111th St Carnation WA 98014 USA,47.6960717,-121.9210261,6,0.128301372,1850
320,3,1.75,127.41,920.7,1,0,0,4,127.41,0,31,31,99 17th Ave Milton WA 98354 USA,47.2575585,-122.3123316,6,0.138383838,1851
739,4,3,252.96,353.4,2,0,0,5,167.4,85.56,95,80,6326 20th Ave NE Seattle WA 98115 USA,47.6756428,-122.306192,6,0.715789474,1852
452,2,1.75,161.82,502.2,1,0,0,4,92.07,69.75,68,25,9411 44th Pl NE Seattle WA 98115 USA,47.6970536,-122.2820079,6,0.322222222,1853
600,4,2.5,238.08,520.149,2,0,0,3,238.08,0,13,13,22801-22899 NE 100th Pl Redmond WA 98053 USA,47.6885803,-122.0369882,6,0.457715001,1854
279,5,2.5,250.17,516.801,2,0,0,3,250.17,0,2,102,6421 S 124th St Seattle WA 98178 USA,47.4915019,-122.2530792,6,0.484074141,1855
895,4,3,301.32,517.266,2,0,0,3,301.32,0,1,91,1852 271st Ave SE Sammamish WA 98075 USA,47.5924283,-121.9755238,6,0.582524272,1856
585,4,2.5,225.99,441.471,2,0,0,3,225.99,0,6,6,360 SE Bush St Issaquah WA 98027 USA,47.5285231,-122.0309625,6,0.511902254,1857
837.219,5,2.75,281.79,714.147,2,0,0,3,281.79,0,0,0,1855-1899 212th Ave SE Sammamish WA 98075 USA,47.5930619,-122.0569215,6,0.394582628,1858
969.99,4,2.5,385.95,784.548,2,0,0,3,385.95,0,0,0,3324 225th Ave SE Sammamish WA 98075 USA,47.5800262,-122.0393274,6,0.491939308,1859
490,3,3,160.89,273.42,3,0,0,3,160.89,0,29,29,2639 NW 86th St Seattle WA 98117 USA,47.6910991,-122.3919697,6,0.588435374,1860
611,6,2.5,355.26,4945.089,1,0,0,4,189.72,165.54,40,40,820 Idylwood Dr SW Issaquah WA 98027 USA,47.5209192,-122.0521797,6,0.071840972,1861
462,4,2.5,285.51,598.176,2,0,0,3,285.51,0,8,8,3474 Wells Ave S Renton WA 98055 USA,47.4487254,-122.2050526,6,0.477300995,1862
540,4,2.5,165.54,387.717,2,0,0,3,165.54,0,20,20,25025 SE 42nd St Issaquah WA 98029 USA,47.5694835,-122.0057639,6,0.426960902,1863
260,4,2.5,168.423,407.433,2,0,0,3,168.423,0,7,7,16603 113th Ave SE Renton WA 98055 USA,47.4540204,-122.1899464,6,0.413375942,1864
510,4,2.25,227.85,5792.97,2,0,0,3,227.85,0,38,38,18121 197th Pl NE Woodinville WA 98077 USA,47.7602723,-122.0743961,6,0.039332156,1865
567.5,3,2.5,213.9,688.014,2,0,0,3,213.9,0,13,13,7075-7131 Thompson Ave SE Snoqualmie WA 98065 USA,47.5372667,-121.8760497,6,0.310894836,1866
445,2,1,133.92,299.925,1,0,0,3,89.28,44.64,99,99,1608 N 50th St Seattle WA 98103 USA,47.665256,-122.3379888,6,0.446511628,1867
684.68,4,2.25,220.41,870.48,2,0,0,4,220.41,0,35,35,16314 NE 46th St Redmond WA 98052 USA,47.6517988,-122.1231197,6,0.253205128,1868
455,3,1,120.9,330.15,1.5,0,0,3,120.9,0,87,3,5606 8th Ave NE Seattle WA 98105 USA,47.6696269,-122.3198536,6,0.366197183,1869
540,5,3,266.91,406.317,2,0,0,3,194.37,72.54,7,7,11175 NE 162nd St Bothell WA 98011 USA,47.7448763,-122.1920892,6,0.656900893,1870
530,3,2.75,316.2,669.6,2,0,2,3,229.71,86.49,5,5,353 Bronson Way NE Renton WA 98056 USA,47.4878521,-122.1911376,6,0.472222222,1871
410,3,1,131.13,470.58,1,0,0,4,84.63,46.5,58,58,10711 Ashworth Ave N Seattle WA 98133 USA,47.7072604,-122.3396159,6,0.278656126,1872
450,3,1.75,152.52,1255.5,1,0,0,3,103.23,49.29,74,18,12016 23rd Ave NE Seattle WA 98125 USA,47.7163681,-122.3041536,6,0.121481481,1873
609.9,4,2.5,296.67,688.107,2,0,0,3,296.67,0,8,8,27465 254th Way SE Maple Valley WA 98038 USA,47.3559003,-122.004111,6,0.431139343,1874
648,4,2.5,221.34,1249.455,2,0,0,3,221.34,0,22,22,3008 233rd Ave SE Issaquah WA 98075 USA,47.5833444,-122.0280297,6,0.177149237,1875
550,3,2.5,210.18,387.345,2,0,0,3,210.18,0,9,9,24811 SE 19th St Sammamish WA 98075 USA,47.5922054,-122.0080758,6,0.542617047,1876
347,3,1.75,115.32,748.65,1,0,0,4,115.32,0,36,14,22207 Daeila Dr Sammamish WA 98074 USA,47.6108145,-122.0439033,6,0.154037267,1877
1635,5,3.5,392.46,2490.912,1,0,0,3,196.23,196.23,56,8,400 Detwiller Ln Bellevue WA 98004 USA,47.6003514,-122.2060129,6,0.15755675,1878
1339,4,2.5,395.25,1802.991,2,0,2,4,303.18,92.07,42,42,9426 SE 52nd St Mercer Island WA 98040 USA,47.5577889,-122.2119668,6,0.219219064,1879
288.35,3,1.5,172.98,740.559,1,0,0,3,111.6,61.38,51,6,5162 S 170th St Tukwila WA 98188 USA,47.4513116,-122.2678233,6,0.233580309,1880
1150,3,2.5,265.05,974.082,1,0,0,4,160.89,104.16,60,35,9824 NE 13th St Bellevue WA 98004 USA,47.6218123,-122.2090484,6,0.272102349,1881
525,3,3,229.71,3389.385,2,0,0,4,229.71,0,34,34,25616 SE 152nd St Issaquah WA 98027 USA,47.4660439,-121.997201,6,0.067773357,1882
250.25,3,2.25,205.53,744,2,0,0,4,205.53,0,45,45,3652 SW 328th St Federal Way WA 98023 USA,47.3085506,-122.3810983,6,0.27625,1883
341,4,1.75,178.56,712.845,1,0,0,4,139.5,39.06,39,39,16016 SE 173rd St Renton WA 98058 USA,47.4475876,-122.1280185,6,0.250489237,1884
700,4,3,292.95,723.354,2,0,0,3,292.95,0,14,14,24012 SE 13th Pl Sammamish WA 98075 USA,47.5972286,-122.0181361,6,0.404988429,1885
390,4,1.75,251.1,732.375,1.5,0,0,4,251.1,0,46,46,16518-16526 147th Ave SE Renton WA 98058 USA,47.4540791,-122.1436353,6,0.342857143,1886
539.95,3,2.25,203.67,664.857,1,0,1,4,115.32,88.35,51,51,3600-3698 Wells Ave N Renton WA 98056 USA,47.5239704,-122.2039094,6,0.306336551,1887
250,5,1.5,234.36,535.029,1.5,0,0,4,140.43,93.93,86,86,2134 Montgomery Ave Enumclaw WA 98022 USA,47.2057517,-121.9970528,6,0.438032331,1888
502,3,1.75,120.9,818.4,1,0,0,4,120.9,0,51,51,16805 NE 12th St Bellevue WA 98008 USA,47.6198943,-122.1161427,6,0.147727273,1889
480,4,1.75,206.46,604.5,2,0,3,4,206.46,0,50,50,16905 33rd Ave SW Burien WA 98166 USA,47.4519181,-122.3744826,6,0.341538462,1890
378.5,2,1,67.89,700.104,1,0,0,3,67.89,0,68,68,2048 NE 97th St Seattle WA 98115 USA,47.6997077,-122.3049129,6,0.096971307,1891
1350,4,3.25,306.9,1479.351,2,0,0,5,306.9,0,29,29,9213 SE 68th St Mercer Island WA 98040 USA,47.5412866,-122.216019,6,0.207455837,1892
1900,4,3.25,384.09,10464.453,2,0,0,3,384.09,0,36,36,13117 NE 33rd St Bellevue WA 98005 USA,47.639159,-122.165436,6,0.03670426,1893
605,3,2.5,248.31,4415.64,2,0,3,3,248.31,0,33,1,16901-17007 NE 160th Pl Woodinville WA 98072 USA,47.7439941,-122.1131006,6,0.056234204,1894
307.55,4,2.5,184.14,549.537,2,0,0,3,184.14,0,11,11,11717 SE 234th Pl Kent WA 98031 USA,47.3913278,-122.1850527,6,0.335082078,1895
304.7,2,1,68.82,557.535,1,0,0,4,68.82,0,65,29,13715 Wallingford Ave N Seattle WA 98133 USA,47.7291188,-122.3372399,6,0.123436197,1896
568,3,1.75,190.65,327.36,1,0,0,4,99.51,91.14,37,37,5404-5410 Beach Dr SW Seattle WA 98136 USA,47.5538989,-122.3989332,6,0.582386364,1897
385,3,1.75,114.39,697.5,1,0,0,3,114.39,0,27,14,14407 88th Ave NE Kirkland WA 98034 USA,47.7316465,-122.2241628,6,0.164,1898
435,3,2.25,175.77,669.6,1,0,0,4,114.39,61.38,41,41,1021 NE 120th St Seattle WA 98125 USA,47.7156401,-122.3171206,6,0.2625,1899
579,2,2,173.91,583.575,1,0,0,3,173.91,0,11,11,12524 231st Ave NE Redmond WA 98053 USA,47.7108024,-122.0312476,6,0.298007968,1900
236,3,1.75,123.69,585.993,1,0,0,3,123.69,0,16,8,3802 I Pl NE Auburn WA 98002 USA,47.3410859,-122.2190631,6,0.211077607,1901
305.1,3,2,147.87,3346.884,1,0,0,4,147.87,0,40,40,18429 W Lake Desire Dr SE Renton WA 98058 USA,47.4365076,-122.106394,6,0.044181394,1902
368,3,1.75,159.03,1004.4,1,0,0,4,159.03,0,56,42,15303 75th Ave NE Kenmore WA 98028 USA,47.7390824,-122.2413163,6,0.158333333,1903
255,2,1,111.6,837,1,0,2,5,111.6,0,97,97,22018 8th Pl S Des Moines WA 98198 USA,47.3774837,-122.3233179,6,0.133333333,1904
400,2,1,106.02,474.3,1,0,0,3,106.02,0,72,15,3922 SW Kenyon St Seattle WA 98136 USA,47.5323857,-122.3830902,6,0.223529412,1905
440,3,1.75,208.32,758.229,1,0,0,3,104.16,104.16,66,20,13749 1st Ave NE Seattle WA 98125 USA,47.7301088,-122.3291982,6,0.274745492,1906
417,2,1,85.56,613.8,1,0,0,3,85.56,0,95,11,6321 51st Ave S Seattle WA 98118 USA,47.5452165,-122.2703503,6,0.139393939,1907
435,2,1,74.4,465,1,0,0,3,74.4,0,108,0,1111 NW 64th St Seattle WA 98107 USA,47.6750822,-122.3720298,6,0.16,1908
475,4,2.75,184.14,1064.199,1,0,0,5,184.14,0,62,16,19523 53rd Ave NE Lake Forest Park WA 98155 USA,47.7704633,-122.2732348,6,0.173031548,1909
563.5,4,2.5,260.4,1193.283,2,0,0,3,260.4,0,13,13,15415 279th Pl NE Duvall WA 98019 USA,47.7391851,-121.9655857,6,0.218221495,1910
285,3,2.25,156.24,3266.811,2,0,0,3,156.24,0,27,14,20615 SE 334th St Auburn WA 98092 USA,47.3026261,-122.0668489,6,0.047826458,1911
471,4,2.5,216.69,923.304,2,0,0,3,216.69,0,16,8,275 SE 10th Cir North Bend WA 98045 USA,47.4836492,-121.783027,6,0.234689766,1912
500,4,1.75,208.32,919.398,1.5,0,0,4,208.32,0,49,49,16725 NE 22nd St Bellevue WA 98008 USA,47.6294476,-122.11622,6,0.226583047,1913
640,3,2.5,199.02,830.025,2,0,0,3,199.02,0,23,23,23359 NE 24th Pl Sammamish WA 98074 USA,47.6314263,-122.0272558,6,0.23977591,1914
442.5,4,2.5,201.81,1304.232,2,0,0,3,201.81,0,22,22,27518 NE 147th Ln Duvall WA 98019 USA,47.7345465,-121.9701837,6,0.15473474,1915
213.4,3,1.5,106.95,807.798,1,0,0,4,106.95,0,51,51,11002 SE 180th St Renton WA 98055 USA,47.4417266,-122.1940758,6,0.132396961,1916
831,4,2.5,188.79,363.165,1.5,0,0,4,151.59,37.2,88,21,3912 Ashworth Ave N Seattle WA 98103 USA,47.654678,-122.3398243,6,0.519846351,1917
325,3,2,125.55,1097.865,1,0,0,3,125.55,0,28,28,14329 275th Ave NE Duvall WA 98019 USA,47.731239,-121.9709105,6,0.114358323,1918
425,2,1,84.63,431.055,1,0,0,4,84.63,0,109,109,6311-6399 28th Ave NW Seattle WA 98107 USA,47.6749239,-122.3933115,6,0.196332255,1919
550,4,2.5,251.1,474.3,1,0,0,4,133.92,117.18,46,46,3946 SW Portland St Seattle WA 98136 USA,47.5331009,-122.384075,6,0.529411765,1920
599.95,4,3.5,346.89,1397.697,2,0,2,3,226.92,119.97,23,23,24702 132nd Ct SE Kent WA 98042 USA,47.3804008,-122.1627995,6,0.248186839,1921
1225,4,2.5,254.82,1488.651,2,0,0,3,254.82,0,30,30,2557 Medina Cir Medina WA 98039 USA,47.6352736,-122.2290844,6,0.171175111,1922
750,4,3.25,190.65,465,2,0,0,4,127.41,63.24,27,27,427 27th Ave E Seattle WA 98112 USA,47.6234252,-122.2980355,6,0.41,1923
290,4,3,222.27,418.5,2,0,0,3,222.27,0,40,40,312 Wells Ave N Renton WA 98057 USA,47.4871821,-122.2041646,6,0.531111111,1924
270,4,2.75,185.07,674.436,1,0,0,3,118.11,66.96,15,15,2820 V Ct SE Auburn WA 98002 USA,47.2838136,-122.2022538,6,0.27440706,1925
229.95,4,1.75,120.9,1953,1,0,0,4,120.9,0,45,45,32838 38th Ave S Federal Way WA 98001 USA,47.3067576,-122.2852046,6,0.061904762,1926
234.999,3,1,123.69,828.816,1,0,0,3,123.69,0,66,20,4725 S 172nd St SeaTac WA 98188 USA,47.4492929,-122.2739692,6,0.149236984,1927
265,2,1,93,2929.965,1,0,0,3,93,0,54,2,32823 NE 195th St Duvall WA 98019 USA,47.7659687,-121.8985571,6,0.031740993,1928
367.3,4,2.75,203.67,1389.141,2,0,0,3,203.67,0,21,21,4816 S 277th Pl Auburn WA 98001 USA,47.3535098,-122.2729617,6,0.146615786,1929
550,3,1.75,128.34,316.386,1.5,0,0,3,128.34,0,114,14,929 24th Ave Seattle WA 98122 USA,47.6109203,-122.3017246,6,0.405643739,1930
743.7,4,2.5,242.73,3088.158,2,0,0,3,242.73,0,26,14,21306 NE 69th Ct Redmond WA 98053 USA,47.6662099,-122.0568135,6,0.078600253,1931
980,4,2.5,253.89,446.4,1.5,0,0,5,207.39,46.5,105,26,2518 1st Ave W Seattle WA 98119 USA,47.6419912,-122.357909,6,0.56875,1932
585,4,1.75,229.71,12256.47,2,0,2,3,229.71,0,77,15,18206 McLean Rd SW Vashon WA 98070 USA,47.442103,-122.44386,6,0.018741938,1933
554,3,1.75,163.68,1002.54,1,0,0,3,163.68,0,37,10,1829 140th Ave SE Bellevue WA 98005 USA,47.5938149,-122.1541484,6,0.163265306,1934
546,3,2.5,142.29,322.152,2,0,0,3,142.29,0,16,8,15004 NE 8th Pl Bellevue WA 98007 USA,47.6179211,-122.1409128,6,0.441685912,1935
280,2,1.75,149.73,14745.894,1.5,0,0,2,149.73,0,66,66,7704 376th Ave SE Snoqualmie WA 98065 USA,47.5321014,-121.8404399,6,0.010154013,1936
212.5,2,2,95.79,2019.216,1,0,0,4,95.79,0,76,76,12450 2nd Ave S Seattle WA 98168 USA,47.490669,-122.3308399,6,0.047439204,1937
428,3,2,121.83,237.15,1,0,0,3,72.54,49.29,28,28,8519 Fremont Ave N Seattle WA 98103 USA,47.6910956,-122.3500915,6,0.51372549,1938
965,4,2.25,293.88,3214.08,1,0,0,4,293.88,0,33,33,14461 156th Ave NE Woodinville WA 98072 USA,47.7339693,-122.1319395,6,0.091435185,1939
364.9,3,3,232.5,772.272,2,0,0,3,232.5,0,17,17,13124 SE 223rd Ct Kent WA 98031 USA,47.4022054,-122.1661629,6,0.30105973,1940
559,3,1.5,192.51,500.898,1,0,0,4,106.02,86.49,66,66,8328 14th Ave NW Seattle WA 98117 USA,47.689591,-122.3737952,6,0.384329744,1941
213,4,1.75,184.14,837,1,0,0,2,137.64,46.5,36,36,32835 38th Ct SW Federal Way WA 98023 USA,47.3071582,-122.3808145,6,0.22,1942
620,3,2.5,240.87,673.041,2,0,0,3,240.87,0,10,11,11331 19th Ave NE Seattle WA 98125 USA,47.7113522,-122.3089274,6,0.357883101,1943
240,4,1,177.63,1517.76,1.5,0,0,3,177.63,0,80,36,9817 26th Ave SW Seattle WA 98106 USA,47.5150059,-122.3662059,6,0.117034314,1944
852.5,3,2.5,244.59,939.3,1,0,0,4,146.94,97.65,47,47,14008 SE 45th Ct Bellevue WA 98006 USA,47.5637392,-122.1531745,6,0.26039604,1945
600,3,2.5,244.59,7251.396,2,0,0,3,244.59,0,10,11,31611 NE Cherry Valley Rd Duvall WA 98019 USA,47.7450541,-121.9154965,6,0.033730057,1946
410,3,2.5,182.28,409.2,2,0,0,3,182.28,0,8,8,33823 SE Odell St Snoqualmie WA 98065 USA,47.5384683,-121.8890922,6,0.445454545,1947
328,3,1.75,133.92,4213.086,2,0,0,3,133.92,0,37,10,31720 NE 123rd St Duvall WA 98019 USA,47.7077897,-121.9146771,6,0.031786676,1948
625,3,1.75,205.53,1506.6,1,0,0,3,129.27,76.26,56,10,2022 123rd Ave SE Bellevue WA 98005 USA,47.5923705,-122.1750044,6,0.136419753,1949
649.95,4,2.5,218.55,5874.066,2,0,0,4,218.55,0,20,20,21601-21799 NE 175th St Woodinville WA 98077 USA,47.754759,-122.047258,6,0.037205915,1950
235,3,1,147.87,1209,1.5,0,0,3,147.87,0,70,70,13726-13736 8th Ave SW Burien WA 98166 USA,47.4792042,-122.3456909,6,0.122307692,1951
536,3,2.5,176.7,578.832,2,0,0,3,176.7,0,9,9,1706 251st Pl SE Sammamish WA 98075 USA,47.5941333,-122.0039372,6,0.305269923,1952
400,4,3.5,220.41,343.356,2.5,0,0,3,220.41,0,1,91,3704 NE 14th St Renton WA 98056 USA,47.5047027,-122.1696121,6,0.641928494,1953
398,3,2.5,159.96,159.495,2,0,0,3,115.32,44.64,10,11,6006 41st Ave SW Seattle WA 98136 USA,47.5481733,-122.3841531,6,1.002915452,1954
379,4,1.5,187.86,703.08,1,0,0,4,187.86,0,54,13,11303 146th Ave SE Renton WA 98059 USA,47.5020315,-122.1458781,6,0.267195767,1955
365,3,2.5,167.4,251.1,2,0,0,3,167.4,0,3,3,2803 SW Bataan St Seattle WA 98126 USA,47.5457899,-122.3689117,6,0.666666667,1956
571,4,2,255.75,726.051,1.5,0,0,5,209.25,46.5,98,98,12042 38th Ave NE Seattle WA 98125 USA,47.7167626,-122.2869732,6,0.352247983,1957
1025,5,4,349.68,2607.72,2,0,0,3,349.68,0,31,5,4143 118th Ave NE Kirkland WA 98033 USA,47.6488973,-122.182844,6,0.134094151,1958
695,3,2.75,236.22,436.542,2,0,0,3,236.22,0,9,9,1306 236th Pl NE Sammamish WA 98074 USA,47.6213959,-122.0235072,6,0.541116319,1959
