date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,Address,Latitude,Longitude,Year,Month
2014-06-02,199950,3.0,1.0,1010,7245,1.0,0,0,3,1010,0,1969,2010,29910-29918 21st Ave S,Federal Way,WA 98003,USA,29910-29918 21st Ave S Federal Way WA 98003 USA,47.33391,-122.3057493,2014,6
2014-06-02,439800,3.0,1.5,1120,6900,1.0,0,0,5,1120,0,1956,0,15524 SE 9th St,Bellevue,WA 98007,USA,15524 SE 9th St Bellevue WA 98007 USA,47.6023045,-122.1320695,2014,6
2014-06-02,320000,5.0,2.5,3020,21441,1.0,0,0,4,1510,1510,1978,2000,29234 158th Ave SE,Kent,WA 98042,USA,29234 158th Ave SE Kent WA 98042 USA,47.3391668,-122.1311646,2014,6
2014-06-02,687000,4.0,3.25,4400,186846,2.0,0,0,4,4400,0,1993,0,28808 SE Mud Mountain Rd,Enumclaw,WA 98022,USA,28808 SE Mud Mountain Rd Enumclaw WA 98022 USA,47.1593242,-121.9571805,2014,6
2014-06-02,345000,3.0,1.75,1990,5650,1.0,0,1,3,1320,670,1963,2008,10238 65th Ave S,Seattle,WA 98178,USA,10238 65th Ave S Seattle WA 98178 USA,47.5085921,-122.2520594,2014,6
2014-06-02,274950,3.0,1.0,1450,8820,1.0,0,0,3,1050,400,1958,2004,5619 S 149th St,Tukwila,WA 98168,USA,5619 S 149th St Tukwila WA 98168 USA,47.4697717,-122.264068,2014,6
2014-06-02,270000,4.0,2.5,1920,8497,2.0,0,0,3,1920,0,1998,2006,5307-5311 Quincy Ave SE,Auburn,WA 98092,USA,5307-5311 Quincy Ave SE Auburn WA 98092 USA,47.2609651,-122.2093965,2014,6
2014-06-02,342000,2.0,2.5,1175,1366,2.0,0,0,3,740,435,2005,0,9219 Stone Ave N,Seattle,WA 98103,USA,9219 Stone Ave N Seattle WA 98103 USA,47.6962075,-122.3421399,2014,6
2014-06-02,327000,3.0,1.5,1320,13200,1.0,0,0,3,1320,0,1970,2014,11406 Nile Ave NE,Renton,WA 98059,USA,11406 Nile Ave NE Renton WA 98059 USA,47.5008633,-122.1429989,2014,6
2014-06-02,610000,5.0,2.5,3990,3839,1.0,0,0,4,1990,2000,1962,0,431 26th Ave E,Seattle,WA 98112,USA,431 26th Ave E Seattle WA 98112 USA,47.623545,-122.2991511,2014,6
2014-06-02,455000,2.0,1.0,1140,5720,1.0,0,0,3,850,290,1947,2012,2711 NE 75th St,Seattle,WA 98115,USA,2711 NE 75th St Seattle WA 98115 USA,47.6828694,-122.2980742,2014,6
2014-06-02,540000,4.0,1.75,1720,4240,1.5,0,0,4,1460,260,1925,1968,2722 30th Ave S,Seattle,WA 98144,USA,2722 30th Ave S Seattle WA 98144 USA,47.5789473,-122.2938755,2014,6
2014-06-02,411000,4.0,2.75,2150,9915,1.0,0,0,5,1240,910,1976,0,7302 127th Pl SE,Newcastle,WA 98056,USA,7302 127th Pl SE Newcastle WA 98056 USA,47.5378435,-122.1699955,2014,6
2014-06-02,544000,3.0,1.5,1790,8203,1.5,0,1,3,1790,0,1910,2006,Schmitz Park to Alki Trail,Seattle,WA 98116,USA,Schmitz Park to Alki Trail Seattle WA 98116 USA,47.5751084,-122.4021435,2014,6
2014-06-02,802000,2.0,2.5,2210,6327,1.0,0,0,3,2210,0,2003,0,23216 NE 126th St,Redmond,WA 98053,USA,23216 NE 126th St Redmond WA 98053 USA,47.7113957,-122.029961,2014,6
2014-06-02,568500,3.0,2.75,2180,7519,1.0,0,0,4,1310,870,1981,0,10629 161st Avenue Northeast,Redmond,WA 98052,USA,10629 161st Avenue Northeast Redmond WA 98052 USA,47.695897,-122.124666,2014,6
2014-06-02,391000,3.0,2.25,1410,1290,2.0,0,0,3,1290,120,2004,2003,2134 NW Boulder Way Dr,Issaquah,WA 98027,USA,2134 NW Boulder Way Dr Issaquah WA 98027 USA,47.534504,-122.0690646,2014,6
2014-06-02,298000,3.0,2.5,1950,3600,2.0,0,0,3,1950,0,2010,0,24032 SE 263rd Pl,Maple Valley,WA 98038,USA,24032 SE 263rd Pl Maple Valley WA 98038 USA,47.3657973,-122.0210062,2014,6
2014-06-02,400000,3.0,2.5,1495,936,3.0,0,0,3,1405,90,2006,0,1108 29th Ave S,Seattle,WA 98144,USA,1108 29th Ave S Seattle WA 98144 USA,47.5929789,-122.2950981,2014,6
2014-06-03,425000,3.0,2.25,1660,6000,1.0,0,0,3,1110,550,1979,2014,942 27th Ave,Seattle,WA 98122,USA,942 27th Ave Seattle WA 98122 USA,47.6112548,-122.2972582,2014,6
2014-06-03,328500,3.0,2.5,1950,8130,2.0,0,0,4,1950,0,1990,0,23915 135th Pl SE,Kent,WA 98042,USA,23915 135th Pl SE Kent WA 98042 USA,47.3875335,-122.1610894,2014,6
2014-06-03,650000,5.0,2.75,2550,5040,1.5,0,0,5,2550,0,1902,0,1417 26th Ave,Seattle,WA 98122,USA,1417 26th Ave Seattle WA 98122 USA,47.613538,-122.2991197,2014,6
2014-06-03,850000,3.0,1.75,1370,3850,1.0,0,0,5,770,600,1911,1988,2015 42nd Ave E,Seattle,WA 98112,USA,2015 42nd Ave E Seattle WA 98112 USA,47.6374489,-122.2787729,2014,6
2014-06-03,930000,4.0,2.5,2200,4000,2.0,0,0,5,1430,770,1908,0,2418 10th Ave W,Seattle,WA 98119,USA,2418 10th Ave W Seattle WA 98119 USA,47.6401744,-122.3697778,2014,6
2014-06-03,530000,3.0,1.75,1250,6041,1.5,0,0,5,1250,0,1942,0,2202 NE 83rd St,Seattle,WA 98115,USA,2202 NE 83rd St Seattle WA 98115 USA,47.6900152,-122.3041063,2014,6
2014-06-03,495000,4.0,2.25,2220,8872,1.0,0,0,4,1110,1110,1961,2001,5918 128th Ave SE,Bellevue,WA 98006,USA,5918 128th Ave SE Bellevue WA 98006 USA,47.5489959,-122.1698385,2014,6
2014-06-03,500000,3.0,1.75,1620,4200,1.0,0,0,5,830,790,1945,0,6209 40th Ave NE,Seattle,WA 98115,USA,6209 40th Ave NE Seattle WA 98115 USA,47.674255,-122.2851347,2014,6
2014-06-03,325000,3.0,1.75,2250,26337,1.0,0,0,3,2250,0,1980,0,33316 E Lake Holm Dr SE,Auburn,WA 98092,USA,33316 E Lake Holm Dr SE Auburn WA 98092 USA,47.30321989999999,-122.1230429,2014,6
2014-06-03,365000,3.0,2.5,1720,99916,2.0,0,0,4,1720,0,1990,0,29245 188 Ave SE,Kent,WA 98042,USA,29245 188 Ave SE Kent WA 98042 USA,47.338897,-122.0943734,2014,6
2014-06-03,471000,4.0,2.5,3030,9687,2.0,0,0,3,2020,1010,1998,2006,1165 SW 12th St,North Bend,WA 98045,USA,1165 SW 12th St North Bend WA 98045 USA,47.4849565,-121.798772,2014,6
2014-06-03,223000,3.0,1.0,1030,9120,1.0,0,0,3,1030,0,1961,2004,26825 33rd Ave S,Kent,WA 98032,USA,26825 33rd Ave S Kent WA 98032 USA,47.3607911,-122.2909527,2014,6
2014-06-03,503000,3.0,2.5,2190,4882,2.0,0,0,3,2190,0,1999,0,18649 22nd Pl NE,Lake Forest Park,WA 98155,USA,18649 22nd Pl NE Lake Forest Park WA 98155 USA,47.76412329999999,-122.3060897,2014,6
2014-06-03,230000,3.0,2.0,1440,5600,1.0,0,0,4,720,720,1942,2007,2508 NE 7th St,Renton,WA 98056,USA,2508 NE 7th St Renton WA 98056 USA,47.4947858,-122.1850807,2014,6
2014-06-03,550000,4.0,2.5,2170,9600,1.0,0,0,3,1460,710,1980,0,8520 169th Ct NE,Redmond,WA 98052,USA,8520 169th Ct NE Redmond WA 98052 USA,47.6789006,-122.1159669,2014,6
2014-06-03,1100000,4.0,3.75,2930,3200,1.5,0,0,5,2130,800,1925,0,115 W Raye St,Seattle,WA 98119,USA,115 W Raye St Seattle WA 98119 USA,47.6430467,-122.3590111,2014,6
2014-06-03,193000,3.0,1.5,1180,9048,1.0,0,0,3,1180,0,1960,2012,454 S 190th St,Burien,WA 98148,USA,454 S 190th St Burien WA 98148 USA,47.4327576,-122.3279604,2014,6
2014-06-03,590000,4.0,4.25,2360,57514,2.0,0,0,4,2360,0,1939,1987,2862 S 354th Ln,Federal Way,WA 98003,USA,2862 S 354th Ln Federal Way WA 98003 USA,47.284135,-122.294302,2014,6
2014-06-03,712500,3.0,1.5,1660,8797,1.0,0,0,4,1660,0,1956,0,10414 SE 24th Pl,Bellevue,WA 98004,USA,10414 SE 24th Pl Bellevue WA 98004 USA,47.5891516,-122.20205,2014,6
2014-06-03,689800,3.0,2.75,2390,9313,1.0,0,0,5,1390,1000,1942,0,12575 Corliss Ave N,Seattle,WA 98133,USA,12575 Corliss Ave N Seattle WA 98133 USA,47.7210319,-122.3310411,2014,6
2014-06-03,430000,3.0,2.0,1360,5120,1.5,0,0,4,910,450,1924,0,4822 48th Ave SW,Seattle,WA 98116,USA,4822 48th Ave SW Seattle WA 98116 USA,47.5586683,-122.3933516,2014,6
2014-06-03,785200,3.0,2.25,1840,3500,1.5,0,0,5,1540,300,1910,0,3110 E Jefferson St,Seattle,WA 98122,USA,3110 E Jefferson St Seattle WA 98122 USA,47.6063198,-122.2920533,2014,6
2014-06-03,474900,3.0,2.25,1800,43647,1.0,0,0,4,1800,0,1976,1992,20337 156th Ave NE,Woodinville,WA 98072,USA,20337 156th Ave NE Woodinville WA 98072 USA,47.77566729999999,-122.132192,2014,6
2014-06-03,1070000,4.0,3.75,4130,12320,2.0,0,0,3,4130,0,2001,0,14212 SE 92nd St,Newcastle,WA 98059,USA,14212 SE 92nd St Newcastle WA 98059 USA,47.5195181,-122.1508801,2014,6
2014-06-03,435000,3.0,1.75,2220,132858,1.0,0,0,3,1110,1110,1988,2000,13009 230th Ave SE,Issaquah,WA 98027,USA,13009 230th Ave SE Issaquah WA 98027 USA,47.485336,-122.0339372,2014,6
2014-06-03,941500,5.0,3.5,3490,9680,2.0,0,4,3,2460,1030,1980,0,20122 Richmond Beach Dr NW,Shoreline,WA 98177,USA,20122 Richmond Beach Dr NW Shoreline WA 98177 USA,47.7757353,-122.3907904,2014,6
2014-06-03,312000,4.0,2.5,1830,5175,2.0,0,0,3,1830,0,2003,0,27369 245th Ave SE,Maple Valley,WA 98038,USA,27369 245th Ave SE Maple Valley WA 98038 USA,47.3565332,-122.0159268,2014,6
2014-06-03,835000,4.0,2.75,1550,4000,1.5,0,0,3,1550,0,1930,1997,4325 NE 43rd St,Seattle,WA 98105,USA,4325 NE 43rd St Seattle WA 98105 USA,47.6596926,-122.2800815,2014,6
2014-06-03,713250,3.0,2.0,2050,9000,1.0,0,0,4,2050,0,1951,1999,2416 70th Ave SE,Mercer Island,WA 98040,USA,2416 70th Ave SE Mercer Island WA 98040 USA,47.5886422,-122.2448154,2014,6
2014-06-03,440000,2.0,1.0,1230,6600,1.0,0,0,3,1130,100,1906,2014,3934 S Hudson St,Seattle,WA 98118,USA,3934 S Hudson St Seattle WA 98118 USA,47.5572561,-122.2819863,2014,6
2014-06-03,580135,4.0,2.5,3150,5886,2.0,0,0,3,3150,0,2014,0,13516 164th Ave SE,Renton,WA 98059,USA,13516 164th Ave SE Renton WA 98059 USA,47.48114899999999,-122.1214627,2014,6
2014-06-03,575000,3.0,2.25,3800,33825,1.0,0,0,4,3330,470,1976,1992,24716 142nd Ave SE,Kent,WA 98042,USA,24716 142nd Ave SE Kent WA 98042 USA,47.3796757,-122.152397,2014,6
2014-06-03,613000,3.0,2.5,1350,3068,2.0,0,0,3,1350,0,1991,0,819 31st Ave,Seattle,WA 98122,USA,819 31st Ave Seattle WA 98122 USA,47.6099288,-122.2929081,2014,6
2014-06-03,235000,3.0,2.0,1530,8700,1.0,0,0,4,1530,0,1970,0,2925 Morris Ave S,Renton,WA 98055,USA,2925 Morris Ave S Renton WA 98055 USA,47.4531261,-122.2067474,2014,6
2014-06-03,660000,3.0,2.5,2290,2798,3.0,0,0,4,2290,0,1953,1983,2402 Delmar Dr E,Seattle,WA 98102,USA,2402 Delmar Dr E Seattle WA 98102 USA,47.6409303,-122.3149286,2014,6
2014-06-03,280000,2.0,1.5,1480,15641,1.0,0,0,4,1480,0,1940,2001,11405 26th Ave SW,Seattle,WA 98146,USA,11405 26th Ave SW Seattle WA 98146 USA,47.5008066,-122.3661404,2014,6
2014-06-03,268000,3.0,1.75,1970,10270,1.0,0,0,4,1970,0,1966,0,3644 Manchester Way,Kent,WA 98032,USA,3644 Manchester Way Kent WA 98032 USA,47.3619194,-122.2847995,2014,6
2014-06-03,235000,2.0,1.0,720,4840,1.0,0,0,4,720,0,1947,1988,5403 34th Ave SW,Seattle,WA 98126,USA,5403 34th Ave SW Seattle WA 98126 USA,47.553559,-122.3752261,2014,6
2014-06-03,390000,3.0,2.0,1080,7236,1.0,0,0,5,1080,0,1947,0,808 NE 117th St,Seattle,WA 98125,USA,808 NE 117th St Seattle WA 98125 USA,47.7142324,-122.3201109,2014,6
2014-06-03,654950,4.0,2.5,2790,45902,2.0,0,0,3,2790,0,1987,2000,19218 189th Pl NE,Woodinville,WA 98077,USA,19218 189th Pl NE Woodinville WA 98077 USA,47.767451,-122.0857337,2014,6
2014-06-03,449500,5.0,2.75,2040,7488,1.0,0,0,4,1200,840,1969,0,12610 NE 142nd St,Kirkland,WA 98034,USA,12610 NE 142nd St Kirkland WA 98034 USA,47.7288867,-122.1721014,2014,6
2014-06-03,150000,3.0,1.0,1320,8220,1.0,0,0,3,1320,0,1959,1989,1904 S 259th St,Des Moines,WA 98198,USA,1904 S 259th St Des Moines WA 98198 USA,47.36965439999999,-122.3091946,2014,6
2014-06-03,440000,3.0,2.25,1680,57063,2.0,0,0,4,1680,0,1989,0,43105 SE 149th St,North Bend,WA 98045,USA,43105 SE 149th St North Bend WA 98045 USA,47.4667992,-121.7649997,2014,6
2014-06-03,710000,3.0,2.0,2140,4923,1.0,0,0,4,1070,1070,1928,0,8250 Ashworth Ave N,Seattle,WA 98103,USA,8250 Ashworth Ave N Seattle WA 98103 USA,47.6901433,-122.3386814,2014,6
2014-06-03,420000,3.0,1.75,1660,9600,1.0,0,0,3,1380,280,1981,2013,18223 129th Pl NE,Bothell,WA 98011,USA,18223 129th Pl NE Bothell WA 98011 USA,47.7601705,-122.1670654,2014,6
2014-06-03,312000,3.0,2.25,1540,5338,1.0,0,0,5,770,770,1954,0,9014 Ravenna Ave NE,Seattle,WA 98115,USA,9014 Ravenna Ave NE Seattle WA 98115 USA,47.6943974,-122.3038051,2014,6
2014-06-03,320000,3.0,2.0,1880,10758,1.0,0,0,5,940,940,1952,1998,14712 SE 105th Pl,Renton,WA 98059,USA,14712 SE 105th Pl Renton WA 98059 USA,47.50892040000001,-122.144179,2014,6
2014-06-03,235000,3.0,1.0,1250,15603,1.0,0,0,4,1250,0,1959,0,12522 SE 105th St,Renton,WA 98056,USA,12522 SE 105th St Renton WA 98056 USA,47.5093117,-122.1718935,2014,6
2014-06-03,437000,5.0,2.0,2120,137565,1.5,0,0,3,2120,0,1913,1983,16633 Westside Hwy SW,Vashon,WA 98070,USA,16633 Westside Hwy SW Vashon WA 98070 USA,47.4558385,-122.50657,2014,6
2014-06-03,545000,3.0,1.75,1810,3000,1.5,0,0,4,1810,0,1903,0,4331 5th Ave NW,Seattle,WA 98107,USA,4331 5th Ave NW Seattle WA 98107 USA,47.659869,-122.3632056,2014,6
2014-06-03,640000,3.0,2.5,2370,11172,2.0,0,0,3,2370,0,1993,0,12020 SE 76th St,Newcastle,WA 98056,USA,12020 SE 76th St Newcastle WA 98056 USA,47.53447389999999,-122.1789101,2014,6
2014-06-03,432000,3.0,2.5,1970,4036,2.0,0,0,4,1970,0,2003,0,35317 SE Ridge St,Snoqualmie,WA 98065,USA,35317 SE Ridge St Snoqualmie WA 98065 USA,47.5336828,-121.8690588,2014,6
2014-06-03,548000,3.0,2.5,2110,4099,2.0,0,0,3,2110,0,2001,0,17041 128th Pl NE,Woodinville,WA 98072,USA,17041 128th Pl NE Woodinville WA 98072 USA,47.7507905,-122.1701978,2014,6
2014-06-03,830000,3.0,3.0,2080,10521,1.5,0,0,3,2080,0,2004,2003,8359 NE Juanita Dr,Kirkland,WA 98034,USA,8359 NE Juanita Dr Kirkland WA 98034 USA,47.6993906,-122.228766,2014,6
2014-06-03,875000,4.0,2.25,3720,12384,1.0,0,2,5,1860,1860,1970,0,2929 200th Ave SE,Sammamish,WA 98075,USA,2929 200th Ave SE Sammamish WA 98075 USA,47.5835471,-122.0735354,2014,6
2014-06-03,409950,2.0,1.75,1370,5125,1.0,0,0,5,1370,0,1944,0,929 N 88th St,Seattle,WA 98103,USA,929 N 88th St Seattle WA 98103 USA,47.6925548,-122.3460448,2014,6
2014-06-03,695000,4.0,2.5,2961,12146,2.0,0,0,3,2961,0,1998,2006,21548 SE 28th Ln,Sammamish,WA 98075,USA,21548 SE 28th Ln Sammamish WA 98075 USA,47.5839126,-122.0521014,2014,6
2014-06-03,562100,3.0,2.25,2090,12112,2.0,0,0,3,2090,0,1983,2009,15703 NE 113th Ct,Redmond,WA 98052,USA,15703 NE 113th Ct Redmond WA 98052 USA,47.7015269,-122.1299951,2014,6
2014-06-03,475000,3.0,2.5,2600,7210,2.0,0,0,3,2600,0,1989,0,5054 NE 23rd St,Renton,WA 98059,USA,5054 NE 23rd St Renton WA 98059 USA,47.51230160000001,-122.1510985,2014,6
2014-06-03,425000,3.0,2.25,1870,9000,1.0,0,0,3,1440,430,1978,0,10559 NE 150th Ct,Bothell,WA 98011,USA,10559 NE 150th Ct Bothell WA 98011 USA,47.7374342,-122.1980371,2014,6
2014-06-03,600000,4.0,2.5,2620,9873,2.0,0,0,3,2620,0,1987,2000,2830 216th Ave SE,Issaquah,WA 98075,USA,2830 216th Ave SE Issaquah WA 98075 USA,47.5822516,-122.0512657,2014,6
2014-06-03,770000,3.0,2.5,2430,54059,2.0,0,0,3,2430,0,1987,2000,15105 262nd Ave SE,Issaquah,WA 98027,USA,15105 262nd Ave SE Issaquah WA 98027 USA,47.466175,-121.991584,2014,6
2014-06-03,239000,3.0,1.75,1340,16480,1.0,0,0,4,1340,0,1968,0,26510 134th Ave SE,Kent,WA 98042,USA,26510 134th Ave SE Kent WA 98042 USA,47.3639659,-122.1622797,2014,6
2014-06-03,295000,2.0,1.0,1170,10621,1.0,0,0,3,1170,0,1963,2008,507 Janet Ave NE,North Bend,WA 98045,USA,507 Janet Ave NE North Bend WA 98045 USA,47.4969651,-121.7801321,2014,6
2014-06-03,560000,3.0,1.75,2000,10182,1.0,0,0,5,1400,600,1963,0,6110 123rd Ave NE,Kirkland,WA 98033,USA,6110 123rd Ave NE Kirkland WA 98033 USA,47.661585,-122.1752702,2014,6
2014-06-03,613000,5.0,2.5,2070,12000,1.0,0,0,4,1340,730,1967,0,1813 177th Ave NE,Bellevue,WA 98008,USA,1813 177th Ave NE Bellevue WA 98008 USA,47.6260374,-122.1038709,2014,6
2014-06-03,960000,4.0,3.0,4590,9150,2.0,0,0,3,3490,1100,1981,2013,13003 13th Ave NW,Seattle,WA 98177,USA,13003 13th Ave NW Seattle WA 98177 USA,47.7234066,-122.3723686,2014,6
2014-06-03,847000,5.0,1.0,2550,4623,2.5,0,0,4,2550,0,1905,0,805 30th Ave,Seattle,WA 98122,USA,805 30th Ave Seattle WA 98122 USA,47.6091871,-122.2940411,2014,6
2014-06-03,206000,3.0,1.0,1060,9600,1.0,0,0,4,1060,0,1962,0,35014 19th Ave SW,Federal Way,WA 98023,USA,35014 19th Ave SW Federal Way WA 98023 USA,47.2877675,-122.3581175,2014,6
2014-06-03,253000,2.0,1.75,1220,5000,1.0,0,0,5,860,360,1921,0,506 Wells Ave N,Renton,WA 98057,USA,506 Wells Ave N Renton WA 98057 USA,47.4905906,-122.2042023,2014,6
2014-06-03,430000,4.0,2.25,1790,7203,1.0,0,0,4,1110,680,1973,0,19534 34th Ave NE,Lake Forest Park,WA 98155,USA,19534 34th Ave NE Lake Forest Park WA 98155 USA,47.7708474,-122.2939813,2014,6
2014-06-03,605000,3.0,2.0,2060,4040,1.0,0,0,4,1120,940,1947,1988,510 N 70th St,Seattle,WA 98103,USA,510 N 70th St Seattle WA 98103 USA,47.6797905,-122.3520555,2014,6
2014-06-03,425000,2.0,2.5,1140,1182,3.0,0,0,3,1140,0,2007,0,2017 NW 59th St,Seattle,WA 98107,USA,2017 NW 59th St Seattle WA 98107 USA,47.6713616,-122.3828641,2014,6
2014-06-03,720000,4.0,2.5,2870,12648,2.0,0,0,4,2870,0,1986,0,24146 SE 45th Pl,Issaquah,WA 98029,USA,24146 SE 45th Pl Issaquah WA 98029 USA,47.563176,-122.0171336,2014,6
2014-06-03,375900,6.0,1.5,2550,33740,1.0,0,0,4,1750,800,1958,1972,31207 22nd Ave SW,Federal Way,WA 98023,USA,31207 22nd Ave SW Federal Way WA 98023 USA,47.3222321,-122.3621836,2014,6
2014-06-03,1298000,4.0,3.5,2790,10125,1.5,0,0,5,2790,0,1985,0,4510 89th Ave SE,Mercer Island,WA 98040,USA,4510 89th Ave SE Mercer Island WA 98040 USA,47.565123,-122.2199166,2014,6
2014-06-03,210000,3.0,1.0,1110,7962,1.0,0,0,3,1110,0,1962,2003,11048 21st Ave SW,Seattle,WA 98146,USA,11048 21st Ave SW Seattle WA 98146 USA,47.5034855,-122.3602255,2014,6
2014-06-03,234000,2.0,1.0,940,5375,1.0,0,0,4,940,0,1952,0,20214 8th Ave S,Des Moines,WA 98198,USA,20214 8th Ave S Des Moines WA 98198 USA,47.4205744,-122.3238243,2014,6
2014-06-03,285000,3.0,1.75,2880,18296,1.0,0,0,3,1580,1300,1958,2004,4071 S 128th St,Tukwila,WA 98168,USA,4071 S 128th St Tukwila WA 98168 USA,47.4880759,-122.2807767,2014,6
2014-06-03,400000,3.0,1.5,1200,4800,1.0,0,0,4,1200,0,1962,0,15226 SE 1st Pl,Bellevue,WA 98007,USA,15226 SE 1st Pl Bellevue WA 98007 USA,47.6085913,-122.1361595,2014,6
2014-06-03,718000,3.0,1.0,1030,4958,1.0,0,0,5,1030,0,1952,1998,4760 47th Ave NE,Seattle,WA 98105,USA,4760 47th Ave NE Seattle WA 98105 USA,47.6646059,-122.2771109,2014,6
2014-06-03,174500,2.0,2.5,1240,2689,2.0,0,0,3,1240,0,1986,0,829 S 310th Pl,Federal Way,WA 98003,USA,829 S 310th Pl Federal Way WA 98003 USA,47.32364399999999,-122.323059,2014,6
2014-06-03,222400,3.0,2.0,1200,9566,1.0,0,0,3,1200,0,1995,0,124 Mt Vista Pl SW,Pacific,WA 98047,USA,124 Mt Vista Pl SW Pacific WA 98047 USA,47.2648744,-122.2519812,2014,6
2014-06-03,402500,3.0,3.25,2780,4002,2.0,0,0,3,2780,0,2009,0,14806 279th Ln NE,Duvall,WA 98019,USA,14806 279th Ln NE Duvall WA 98019 USA,47.73456789999999,-121.9657053,2014,6
2014-06-03,250000,3.0,2.25,1765,7652,2.0,0,0,3,1765,0,1996,0,33015 4th Pl S,Federal Way,WA 98003,USA,33015 4th Pl S Federal Way WA 98003 USA,47.3071715,-122.3281734,2014,6
2014-06-03,600000,4.0,2.5,1960,14242,1.0,0,1,4,1290,670,1958,1972,12048 Standring Ct SW,Burien,WA 98146,USA,12048 Standring Ct SW Burien WA 98146 USA,47.4946576,-122.3689707,2014,6
2014-06-03,930000,2.0,2.5,2680,11214,1.0,0,0,3,2680,0,2006,0,24035 NE Adair Rd,Redmond,WA 98053,USA,24035 NE Adair Rd Redmond WA 98053 USA,47.70765189999999,-122.0192346,2014,6
2014-06-03,272500,3.0,2.0,1410,7622,1.0,0,0,4,1410,0,1983,0,14608 SE 195th Pl,Renton,WA 98058,USA,14608 SE 195th Pl Renton WA 98058 USA,47.4273036,-122.147089,2014,6
2014-06-03,363990,4.0,2.5,2240,3712,2.0,0,0,3,2240,0,2014,0,27433-27475 211th Ct SE,Maple Valley,WA 98038,USA,27433-27475 211th Ct SE Maple Valley WA 98038 USA,47.3555483,-122.0610682,2014,6
2014-06-03,575000,4.0,2.75,3120,7644,2.0,0,0,3,3120,0,2010,0,9423 Ash Ave SE,Snoqualmie,WA 98065,USA,9423 Ash Ave SE Snoqualmie WA 98065 USA,47.515624,-121.8840363,2014,6
2014-06-03,400000,3.0,2.25,1450,4706,2.0,0,0,3,1450,0,2009,0,8018 NE 183rd St,Kenmore,WA 98028,USA,8018 NE 183rd St Kenmore WA 98028 USA,47.7610507,-122.2322993,2014,6
2014-06-03,427874,3.0,3.0,2340,5002,2.0,0,0,3,2340,0,2013,1923,897 SE 11th St,North Bend,WA 98045,USA,897 SE 11th St North Bend WA 98045 USA,47.4832733,-121.7747341,2014,6
2014-06-03,309000,5.0,2.75,2481,4045,2.0,0,0,3,2481,0,2014,0,38071 39th Ave S,Auburn,WA 98001,USA,38071 39th Ave S Auburn WA 98001 USA,47.2596797,-122.2844459,2014,6
2014-06-03,320000,3.0,3.25,1530,1602,2.0,0,0,3,1140,390,2013,1923,5201 23rd Ave SW,Seattle,WA 98106,USA,5201 23rd Ave SW Seattle WA 98106 USA,47.5553208,-122.3620564,2014,6
2014-06-04,390000,3.0,2.25,1250,7500,1.0,0,0,5,1250,0,1942,0,10111 32nd Pl SW,Seattle,WA 98146,USA,10111 32nd Pl SW Seattle WA 98146 USA,47.5123094,-122.373156,2014,6
2014-06-04,299000,1.0,0.75,560,12120,1.0,0,0,3,560,0,1967,2011,8314 361st Ave NE,Carnation,WA 98014,USA,8314 361st Ave NE Carnation WA 98014 USA,47.6750423,-121.8543819,2014,6
2014-06-04,375000,4.0,1.75,2200,7475,1.0,0,0,5,1100,1100,1955,0,6609 43rd Ave S,Seattle,WA 98118,USA,6609 43rd Ave S Seattle WA 98118 USA,47.5430252,-122.2800409,2014,6
2014-06-04,240500,3.0,1.75,1460,10584,1.0,0,0,3,990,470,1997,0,1219 S 124th St,Seattle,WA 98168,USA,1219 S 124th St Seattle WA 98168 USA,47.4919974,-122.3170046,2014,6
2014-06-04,320000,3.0,1.5,1650,9380,1.0,0,0,5,1130,520,1978,0,16710 133rd Pl SE,Renton,WA 98058,USA,16710 133rd Pl SE Renton WA 98058 USA,47.4525489,-122.1621835,2014,6
2014-06-04,1270000,5.0,2.5,3200,17204,1.0,0,0,3,2160,1040,1952,2008,8726 NE 11th St,Bellevue,WA 98004,USA,8726 NE 11th St Bellevue WA 98004 USA,47.6208379,-122.2222454,2014,6
2014-06-04,658588,3.0,2.25,2560,41346,2.0,0,0,3,2560,0,1986,0,12923 206th Ct SE,Issaquah,WA 98027,USA,12923 206th Ct SE Issaquah WA 98027 USA,47.4870886,-122.0652932,2014,6
2014-06-04,270000,3.0,2.25,2080,4252,1.5,0,0,3,1550,530,2003,0,20442 137th Ave SE,Kent,WA 98042,USA,20442 137th Ave SE Kent WA 98042 USA,47.42029429999999,-122.1574211,2014,6
2014-06-04,327500,3.0,1.0,1070,7140,1.0,0,0,3,1070,0,1989,0,3510 S Holly St,Seattle,WA 98118,USA,3510 S Holly St Seattle WA 98118 USA,47.5427455,-122.2882648,2014,6
2014-06-04,340000,3.0,1.75,2190,12626,2.0,0,0,4,2190,0,1978,2000,14000 SE 241st St,Kent,WA 98042,USA,14000 SE 241st St Kent WA 98042 USA,47.3844535,-122.1537218,2014,6
2014-06-04,200000,3.0,1.5,2060,15837,1.5,0,0,3,2060,0,1903,2005,13315 88th Ave S,Renton,WA 98057,USA,13315 88th Ave S Renton WA 98057 USA,47.4817818,-122.2232687,2014,6
2014-06-04,1025000,3.0,1.75,2640,8000,1.0,0,3,4,1320,1320,1960,2001,3057 70th Ave SE,Mercer Island,WA 98040,USA,3057 70th Ave SE Mercer Island WA 98040 USA,47.5826144,-122.2459263,2014,6
